342,チキップダンサーズ,FALL,RELEASING,0
343,AMAIM Warrior at the Borderline,FALL,RELEASING,46
344,Irina: The Vampire Cosmonaut,FALL,RELEASING,227
345,Mieruko-chan,FALL,RELEASING,849
346,Yashahime: Princess Half-Demon - The Second Act,FALL,RELEASING,83
347,takt op.Destiny,FALL,RELEASING,1183
348,呪術廻戦 0,FALL,NOT_YET_RELEASED,1018
349,VISUAL PRISON,FALL,RELEASING,142
350,86 EIGHTY-SIX Season 2,FALL,RELEASING,1043
351,RUMBLE GARANNDOLL,FALL,RELEASING,34
352,JoJo’s Bizarre Adventure STONE OCEAN,FALL,NOT_YET_RELEASED,1112
353,Tesla Note,FALL,RELEASING,36
354,The Way of the Househusband Part 2,FALL,FINISHED,212
355,劇場版 オトッペ パパ・ドント・クライ,FALL,FINISHED,1
356,The Faraway Paladin,FALL,RELEASING,394
357,BUILD-DIVIDE -#000000- CODE BLACK,FALL,RELEASING,85
358,KAGINADO,FALL,RELEASING,39
359,劇場版 抱かれたい男1位に脅されています。～スペイン編～,FALL,FINISHED,91
360,Restaurant to Another World 2,FALL,RELEASING,110
361,バトルスピリッツミラージュ,FALL,RELEASING,9
362,180秒で君の耳を幸せにできるか？,FALL,RELEASING,49
363,ぐんまちゃん,FALL,RELEASING,3
364,Komi Can’t Communicate,FALL,RELEASING,2530
366,LUPIN THE 3rd PART 6,FALL,RELEASING,54
367,ギヴン うらがわの存在,FALL,NOT_YET_RELEASED,108
368,BanG Dream! Girls Band Party!☆PICO FEVER!,FALL,RELEASING,16
369,Bright: Samurai Soul,FALL,FINISHED,8
370,ガンダムブレイカー バトルローグ,FALL,FINISHED,10
371,トロピカル～ジュ！プリキュア 雪のプリンセスと奇跡の指輪！,FALL,FINISHED,4
372,Let's Make a Mug Too 2,FALL,RELEASING,21
374,Waccha PriMagi!,FALL,RELEASING,24
375,リクはよわくない,FALL,FINISHED,0
376,ロード・エルメロイⅡ世の事件簿 -魔眼蒐集列車 Grace note- (仮),FALL,NOT_YET_RELEASED,6
377,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった… OVA,FALL,FINISHED,19
378,Deep Insanity THE LOST CHILD,FALL,RELEASING,53
379,でーじミーツガール,FALL,RELEASING,38
381,Digimon Ghost Game,FALL,RELEASING,35
383,GANBARE DOUKICHAN,FALL,RELEASING,173
384,Star Wars: Visions,FALL,FINISHED,279
387,キミとフィットボクシング,FALL,RELEASING,4
390,Pokémon Evolutions,FALL,RELEASING,25
391,The Heike Story,FALL,FINISHED,170
392,攻殻機動隊 SAC_2045 持続可能戦争,FALL,FINISHED,7
394,薄桜鬼,FALL,RELEASING,6
395,Tawawa on Monday 2,FALL,RELEASING,80
396,がんばれ同期ちゃん Special,FALL,NOT_YET_RELEASED,6
397,月曜日のたわわ２ 特典,FALL,NOT_YET_RELEASED,7
400,Doggie Corgi 3,FALL,RELEASING,0
401,洒落どる (パイロットフィルム),FALL,FINISHED,4
402,空色ユーティリティ,FALL,NOT_YET_RELEASED,4
404,Dozens of Norths,FALL,FINISHED,2
405,Episodeⁿ | 空想,FALL,FINISHED,1
406,其れ、則ちスケッチ。,FALL,RELEASING,1
407,CHARMS!! PV,FALL,FINISHED,0
451,Evangelion: 3.0+1.0 Thrice Upon a Time,WINTER,FINISHED,2839
452,Alice in Deadly School,WINTER,FINISHED,28
453,Princess Principal: ~Crown Handler~ 1,WINTER,FINISHED,85
454,B: The Beginning: Succession,WINTER,FINISHED,121
455,So I'm a Spider, So What?,WINTER,FINISHED,1935
456,Pretty Guardian Sailor Moon Eternal The Movie Part 2,WINTER,FINISHED,85
457,Pretty Guardian Sailor Moon Eternal The Movie Part 1,WINTER,FINISHED,84
458,BEAN BANDIT,WINTER,FINISHED,2
459,Laid-Back Camp Season 2,WINTER,FINISHED,1519
460,EX-ARM,WINTER,FINISHED,153
461,Mushoku Tensei: Jobless Reincarnation,WINTER,FINISHED,8749
462,That Time I Got Reincarnated as a Slime Season 2,WINTER,FINISHED,6008
463,Cells at Work!!,WINTER,FINISHED,465
464,The Promised Neverland Season 2,WINTER,FINISHED,3982
465,I★CHU,WINTER,FINISHED,67
466,The Quintessential Quintuplets 2,WINTER,FINISHED,5128
467,Non Non Biyori Nonstop,WINTER,FINISHED,509
468,VLAD LOVE,WINTER,FINISHED,82
469,Attack on Titan Final Season,WINTER,FINISHED,21498
470,Bottom-Tier Character Tomozaki,WINTER,FINISHED,1073
471,Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,WINTER,FINISHED,688
472,2.43: Seiin High School Boys Volleyball Team,WINTER,FINISHED,336
473,Redo of Healer,WINTER,FINISHED,1992
474,Show by Rock!! Stars!!,WINTER,FINISHED,52
475,Skate-Leading Stars,WINTER,FINISHED,137
476,planetarian ～雪圏球（スノーグローブ）,WINTER,FINISHED,23
